"STATION","NAME","DATE","TMAX"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-05-20","88"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-05-21","87"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-05-22","87"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-05-23","87"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-05-24","84"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-05-25","87"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-05-26","88"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-05-27","84"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-05-28","89"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-05-29","88"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-05-30","81"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-05-31","85"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-01","90"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-02","93"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-03","91"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-04","88"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-05","85"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-06","78"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-07","74"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-08","78"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-09","83"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-10","89"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-11","89"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-12","88"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-13","89"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-14","93"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-15","91"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-16","83"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-17","89"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-18","91"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-19","87"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-20","90"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-21","90"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-22","91"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-23","92"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-24","95"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-25","95"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-26","92"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-27","93"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-28","94"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-29","94"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-06-30","94"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-01","91"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-02","88"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-03","91"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-04","91"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-05","91"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-06","89"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-07","93"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-08","95"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-09","95"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-10","94"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-11","92"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-12","86"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-13","88"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-14","87"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-15","92"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-16","87"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-17","90"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-18","92"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-19","95"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-20","92"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-21","91"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-22","89"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-23","91"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-24","91"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-25","86"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-26","88"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-27","80"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-28","88"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-29","89"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-30","90"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-07-31","86"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-01","86"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-02","82"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-03","84"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-04","86"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-05","90"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-06","89"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-07","89"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-08","86"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-09","83"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-10","87"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-11","88"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-12","85"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-13","86"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-14","80"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-15","82"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-16","86"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-17","85"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-18","87"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-19","90"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-20","79"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-21","84"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-22","87"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-23","87"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-24","88"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-25","90"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-26","92"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-27","89"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-28","90"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-29","93"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-30","93"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-08-31","91"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-01","87"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-02","85"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-03","77"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-04","90"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-05","92"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-06","89"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-07","90"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-08","89"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-09","79"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-10","78"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-11","81"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-12","84"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-13","89"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-14","87"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-15","87"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-16","88"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-17","87"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-18","82"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-19","80"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-20","82"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-21","83"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-22","88"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-23","84"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-24","81"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-25","83"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-26","85"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-27","87"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-28","80"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-29","75"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-09-30","76"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-01","86"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-02","78"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-03","77"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-04","83"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-05","82"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-06","73"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-07","82"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-08","69"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-09","72"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-10","74"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-11","78"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-12","78"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-13","78"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-14","76"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-15","79"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-16","78"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-17","77"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-18","78"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-19","82"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-20","75"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-21","74"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-22","64"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-23","63"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-24","72"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-25","76"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-26","79"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-27","80"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-28","80"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-29","79"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-30","83"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-10-31","80"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-01","80"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-02","76"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-03","75"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-04","64"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-05","53"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-06","54"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-07","58"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-08","55"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-09","72"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-10","74"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-11","64"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-12","63"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-13","64"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-14","59"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-15","67"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-16","66"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-17","70"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-18","67"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-19","59"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-20","69"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-21","58"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-22","62"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-23","59"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-24","73"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-25","71"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-26","65"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-27","69"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-28","72"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-29","74"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-11-30","72"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-01","72"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-02","74"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-03","73"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-04","76"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-05","75"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-06","74"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-07","70"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-08","70"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-09","61"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-10","57"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-11","56"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-12","52"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-13","52"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-14","51"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-15","53"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-16","62"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-17","50"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-18","54"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-19","49"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-20","58"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-21","73"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-22","67"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-23","39"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-24","40"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-25","41"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-26","48"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-27","43"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-28","47"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-29","49"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-30","42"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1998-12-31","54"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-01","56"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-02","45"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-03","37"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-04","31"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-05","31"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-06","45"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-07","52"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-08","63"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-09","57"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-10","42"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-11","54"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-12","61"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-13","59"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-14","67"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-15","51"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-16","63"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-17","62"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-18","64"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-19","65"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-20","67"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-21","73"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-22","74"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-23","67"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-24","57"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-25","67"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-26","66"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-27","75"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-28","73"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-29","72"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-30","62"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-01-31","46"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-02-01","43"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-02-02","56"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-02-03","65"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-02-04","64"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-02-05","64"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-02-06","73"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-02-07","68"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-02-08","71"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-02-09","72"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-02-10","68"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-02-11","74"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-02-12","62"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-02-13","42"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-02-14","51"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-02-15","60"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-02-16","64"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","1999-02-17","69"
